"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"3214",3214,"Baja California","Hombres","31 - 40","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"3215",3215,"Querétaro","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",24
"3216",3216,"Sinaloa","Hombres","20 o menos","Bachillerato ","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",35
"3217",3217,"Estado de México","Mujeres","41 - 50","Licenciatura trunca","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","Sí",33
"3218",3218,"Estado de México","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",23
"3219",3219,"Estado de México","Mujeres","41 - 50","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",16
"3220",3220,"CDMX","Mujeres","70 o más","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No",NA,23
"3221",3221,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",18
"3222",3222,"Nuevo León","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",36
"3223",3223,"Estado de México","Mujeres","41 - 50","Bachillerato ","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",44
"3224",3224,"CDMX","Mujeres","41 - 50","Bachillerato ","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",24
"3225",3225,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",29
"3226",3226,"Querétaro","Mujeres","41 - 50","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"3227",3227,"Nuevo León","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",34
"3228",3228,"Querétaro","Mujeres","61 - 70","Primaria","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",18
"3229",3229,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",17
"3230",3230,"Hidalgo","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",22
"3231",3231,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",38
"3232",3232,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"3233",3233,"Puebla","Hombres","61 - 70","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",29
"3234",3234,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",20
"3235",3235,"Nuevo León","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",38
"3236",3236,"CDMX","Mujeres","31 - 40","Posgrado","Sin empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",31
"3237",3237,"Baja California","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",27
"3238",3238,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",23
"3239",3239,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",30
"3240",3240,"CDMX","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",25
"3241",3241,"Veracruz","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",30
"3242",3242,NA,"Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",13
"3243",3243,"Baja California Sur","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"3244",3244,"Quintana Roo","Mujeres","51 - 60","Posgrado","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",16
"3245",3245,"CDMX","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"3246",3246,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",26
"3247",3247,NA,"Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",25
"3248",3248,"Tamaulipas","Mujeres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",36
"3249",3249,"Puebla","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"3250",3250,"Baja California","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"3251",3251,"Veracruz","Hombres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",12
"3252",3252,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",32
"3253",3253,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"3254",3254,"Yucatán","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",43
"3255",3255,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"3256",3256,"Puebla","Mujeres","31 - 40","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",17
"3257",3257,"Puebla","Mujeres","31 - 40","","Auto empleo","Soltera(o)","","Sí","Sí",19
"3258",3258,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",16
"3259",3259,"Estado de México","Hombres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"3260",3260,"Oaxaca","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"3261",3261,"Puebla","Mujeres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",25
"3262",3262,"Oaxaca","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","Sí",22
"3263",3263,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"3264",3264,"Michoacán","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí",NA,12
"3265",3265,"Oaxaca","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",30
"3266",3266,NA,"Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí",NA,23
"3267",3267,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"3268",3268,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",32
"3269",3269,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",31
"3270",3270,"CDMX","Mujeres","61 - 70","Posgrado","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"3271",3271,"Puebla","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",17
"3272",3272,"CDMX","Hombres","70 o más","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",22
"3273",3273,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",20
"3274",3274,"Aguascalientes","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"3275",3275,"Coahuila","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",39
"3276",3276,"CDMX","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",31
"3277",3277,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",15
"3278",3278,"Estado de México","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"3279",3279,"Veracruz","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",32
"3280",3280,NA,"Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",30
"3281",3281,"Puebla","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",38
"3282",3282,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",43
"3283",3283,"Jalisco","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",41
"3284",3284,"Chihuahua","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","No","Sí",21
"3285",3285,"Tabasco","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",38
"3286",3286,"Veracruz","Hombres","51 - 60","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios",NA,"Sí",23
"3287",3287,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","No","No",18
"3288",3288,"Veracruz","Hombres","70 o más","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"3289",3289,"CDMX","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",35
"3290",3290,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",15
"3291",3291,"CDMX","Hombres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",40
"3292",3292,"Puebla","Mujeres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",20
"3293",3293,"Coahuila","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",38
"3294",3294,"Baja California","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"3295",3295,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",17
"3296",3296,"CDMX","Mujeres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"3297",3297,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",21
"3298",3298,"CDMX","Mujeres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"3299",3299,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",28
"3300",3300,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Otro/prefiere no decir","La vida sigue con cambios menores","Sí","No",32
"3301",3301,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",25
"3302",3302,"Michoacán","Mujeres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"3303",3303,"Veracruz","Mujeres","31 - 40","Posgrado","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","Sí",31
"3304",3304,"Coahuila","Hombres","41 - 50","Bachillerato ","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,25
"3305",3305,"Estado de México","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"3306",3306,"Puebla","Mujeres","21 - 30","Licenciatura trunca","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",38
"3307",3307,"CDMX","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",16
"3308",3308,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",21
"3309",3309,"CDMX","Otro/Prefiere no decir","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",36
"3310",3310,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"3311",3311,"Guanajuato","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",27
"3312",3312,"Jalisco","Mujeres","41 - 50","Bachillerato ","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"3313",3313,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3314",3314,"Chiapas","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","No","No",21
"3315",3315,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"3316",3316,"Veracruz","Mujeres","51 - 60","Secundaria","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios","Sí",NA,20
"3317",3317,"Veracruz","Hombres","41 - 50","Licenciatura","Sin empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",29
"3318",3318,"Michoacán","Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",39
"3319",3319,"Chihuahua","Mujeres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",34
"3320",3320,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",37
"3321",3321,"Puebla","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",20
"3322",3322,"Puebla","Mujeres","41 - 50","Bachillerato ","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"3323",3323,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores",NA,NA,29
"3324",3324,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",28
"3325",3325,"Estado de México","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",44
"3326",3326,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",21
"3327",3327,"Morelos","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","No",13
"3328",3328,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,15
"3329",3329,"CDMX","Mujeres","51 - 60","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"3330",3330,"Sonora","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",21
"3331",3331,"Estado de México","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",32
"3332",3332,"Oaxaca","Mujeres","51 - 60","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",29
"3333",3333,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","Sí",19
"3334",3334,"Jalisco","Mujeres","20 o menos","Bachillerato ","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",31
"3335",3335,"CDMX","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",29
"3336",3336,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",19
"3337",3337,"CDMX","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",12
"3338",3338,"CDMX","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",39
"3339",3339,"Nuevo León","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"3340",3340,"Sinaloa","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",33
"3341",3341,"CDMX","Mujeres","31 - 40","Bachillerato ","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue sin cambios",NA,NA,30
"3342",3342,"Puebla","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",31
"3343",3343,"Sonora","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",29
"3344",3344,"Veracruz","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",31
"3345",3345,"CDMX","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",43
"3346",3346,"Estado de México","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",30
"3347",3347,"CDMX","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"3348",3348,"Puebla","Mujeres","21 - 30","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",21
"3349",3349,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",32
"3350",3350,"Veracruz","Hombres","31 - 40","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",35
"3351",3351,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",23
"3352",3352,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",21
"3353",3353,"CDMX","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"3354",3354,NA,"Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"3355",3355,"Estado de México","Mujeres","41 - 50","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",20
"3356",3356,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",27
"3357",3357,"CDMX","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",18
"3358",3358,"Veracruz","Mujeres","41 - 50","Licenciatura trunca","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",26
"3359",3359,"CDMX","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"3360",3360,"Veracruz","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"3361",3361,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",36
"3362",3362,"CDMX","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"3363",3363,"CDMX","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",30
"3364",3364,"CDMX","Hombres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",17
"3365",3365,"CDMX","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",29
"3366",3366,"Guanajuato","Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",41
"3367",3367,"Estado de México","Mujeres","31 - 40","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",35
"3368",3368,"Estado de México","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","Sí",21
"3369",3369,"Estado de México","Mujeres","51 - 60","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",20
"3370",3370,"Estado de México","Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo parcial","Soltera(o)","La vida sigue sin cambios","Sí","Sí",29
"3371",3371,"Morelos","Hombres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","No","No",14
"3372",3372,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",27
"3373",3373,"Morelos","Hombres","20 o menos","Bachillerato ","Estudiante","Soltera(o)","En aislamiento","Sí","No",29
"3374",3374,"CDMX","Hombres","51 - 60","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3375",3375,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",12
"3376",3376,"Nuevo León","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",29
"3377",3377,"Estado de México","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",33
"3378",3378,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","No","No",31
"3379",3379,"Quintana Roo","Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",30
"3380",3380,"Guanajuato","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"3381",3381,"CDMX","Mujeres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",29
"3382",3382,"Estado de México","Mujeres","21 - 30","Bachillerato ","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",19
"3383",3383,"Veracruz","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",30
"3384",3384,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",29
"3385",3385,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"3386",3386,"Sinaloa","Hombres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"3387",3387,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",26
"3388",3388,"Sinaloa","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",23
"3389",3389,"CDMX","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",27
"3390",3390,"CDMX","Mujeres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",32
"3391",3391,"Veracruz","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"3392",3392,"Guerrero","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"3393",3393,"Estado de México","Mujeres","41 - 50","Secundaria","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"3394",3394,"Veracruz",NA,"21 - 30","Licenciatura trunca","Auto empleo","Soltera(o)","La vida sigue con cambios menores",NA,NA,40
"3395",3395,"CDMX","Mujeres","61 - 70","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",21
"3396",3396,"Nuevo León","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",17
"3397",3397,"CDMX","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",17
"3398",3398,"Estado de México","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",26
"3399",3399,"CDMX","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",11
"3400",3400,"Tamaulipas","Hombres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",27
"3401",3401,"CDMX","Mujeres","61 - 70","Bachillerato ","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"3402",3402,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",21
"3403",3403,"CDMX","Mujeres","21 - 30","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí",NA,27
"3404",3404,"CDMX","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"3405",3405,"CDMX","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",34
"3406",3406,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento",NA,NA,25
"3407",3407,"CDMX","Hombres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",38
"3408",3408,"CDMX","Hombres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",19
"3409",3409,"CDMX","Mujeres","51 - 60","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"3410",3410,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",31
